Tanggal,Penulis,Judul,Artikel,Label
" Jumat, 24 November 2023 10:14 WIB",Pewarta: Nur Amalia AmirEditor: Agus Setiawan  COPYRIGHT © ANTARA 2023,Sebanyak 110 personel Brimob Polda Sulteng dikirim ke Papua," ""Sebanyak 110 personel Brimob Polda Sulteng telah ditugaskan dalam Operasi Damai Cartenz 2024 Bawah Kendali Operasi (BKO) Polda Papua,""Palu (ANTARA) - Sebanyak 110 personel Brimob Polda Sulawesi Tengah dikirim ke Papua untuk menjadi bagian dari Satuan Tugas (Satgas) Operasi Damai Cartenz 2024 untuk menjaga, memberikan rasa aman kepada masyarakat, dan melakukan pengamanan di wilayah itu.        ""Sebanyak 110 personel Brimob Polda Sulteng telah ditugaskan dalam Operasi Damai Cartenz 2024 Bawah Kendali Operasi (BKO) Polda Papua,"" kata Kepala Polda (Kapolda) Sulteng Irjen Pol. Agus Nugroho pada apel pemberangkatan personel di Kota Palu, Jumat.       Ia mengemukakan, personel yang bertugas bersama dua pembimbing dan dua pelatih akan terlebih dahulu mengikuti latihan pra operasi (Latpraops) di Cikeas, Jakarta selama satu bulan yang akan bersinergi bersama TNI untuk kemudian melaksanakan tugas di Papua sekitar satu tahun.       Menurut dia, Latpraops dilaksanakan dalam rangka mempersiapkan personel Polri agar memiliki pemahaman, pengetahuan, serta mengetahui tujuan pokok dan fungsi (tupoksi) masing-masing dalam operasi.       Dengan mengikuti latpraops, kata dia, personel diharapkan dapat memahami tata cara dan prosedur selama operasi sehingga dapat berjalan dengan baik, berdaya guna dan berhasil selama menjalankan tugas.       Untuk itu, dia menyampaikan kepada anggotanya agar selalu menjaga diri dan kekompakan selama bertugas di Papua.       ""Ikuti seluruh rangkaian pelatihan dengan baik, dengan penuh keseriusan, dengan penuh kesungguhan, jadikan sebagai bekal di dalam pelaksanaan operasi nanti,"" katanya.       Agus juga meminta agar seluruh personel yang bertugas di Papua dapat mempedomani dan melaksanakan perintah untuk selalu menjaga keselamatan dan keamanan diri, menjaga harkat dan martabat Polri, serta komitmen dan integritas untuk senantiasa mengabdi pada bangsa dan negara.       Dia berpesan kepada anggotanya untuk menjaga komunikasi dengan keluarga yang ditinggalkan dan meminta personel untuk menjaga hubungan baik dengan masyarakat dan pemangku kepentingan di Papua.       ""Jangan lupa untuk mengedepankan 5S (Senyum, Sapa, Salam, Sopan dan Santun) saat bersosialisasi dengan masyarakat,"" kata Agus.       Terakhir, dia berharap agar seluruh personel bertugas dapat menjalankan tugas dengan sebaik-baiknya dan kembali setelah melaksanakan tugas tanpa kekurangan satu apapun.Pewarta: Nur Amalia AmirEditor: Agus Setiawan    COPYRIGHT © ANTARA 2023 ",politik
" Jumat, 24 November 2023 10:10 WIB",Pewarta: Fath Putra MulyaEditor: Agus Setiawan  COPYRIGHT © ANTARA 2023,Wakil Ketua KPK minta maaf soal Firli Bahuri jadi tersangka," “Saya sebagai salah satu dari pimpinan turut bertanggung jawab dan karenanya meminta maaf kepada segenap bangsa Indonesia atas peristiwa tersebut,”Jakarta (ANTARA) - Wakil Ketua Komisi Pemberantasan Korupsi (KPK) Nurul Ghufron mengaku bertanggung jawab dan meminta maaf terkait penetapan tersangka oleh Polda Metro Jaya terhadap Ketua KPK Ketua KPK Firli Bahuri.   Ghufron mengakui peristiwa tersebut telah menimbulkan kegaduhan di masyarakat dan hampir mengikis harapan publik pada komisi antirasuah untuk menjadi garda terdepan pemberantasan korupsi di tanah air.   “Saya sebagai salah satu dari pimpinan turut bertanggung jawab dan karenanya meminta maaf kepada segenap bangsa Indonesia atas peristiwa tersebut,” kata Ghufron dalam keterangan tertulis diterima di Jakarta, Jumat.   Ia menyebut peristiwa tersebut akan menjadi pelajaran dan bahan evaluasi KPK, baik untuk internal lembaga maupun terhadap eksternal. KPK, kata Ghufron, berjanji akan berbenah.   “Tentu peristiwa akan menjadi pelajaran dan bahan evaluasi kami baik untuk internal maupun terhadap eksternal dan kami berkomitmen untuk melakukan pembenahan serta terbuka untuk menerima saran dari masyarakat demi perbaikan ke depan,” ujarnya.   Di tengah hiruk pikuk yang timbul, Ghufron berharap masyarakat tetap mendukung KPK dengan cara membangun atau konstruktif dalam perjuangan memberantas rasuah.   “Jika benar mohon didukung, jika salah mohon dikritik untuk kebaikan,” katanya.   Ia menuturkan bahwa KPK adalah milik rakyat dan negara. Dengan dukungan kolektif, sambung dia, harapan memberantas korupsi masih ada dan akan terus ada.   “Harapan itu masih ada dan akan terus ada dan membesar jika bersama bergandengan untuk memelihara dan merawat harapan Indonesia adil makmur bebas dari korupsi,” ucap Ghufron.   Sebelumnya, Rabu malam (22/11), Polda Metro Jaya menetapkan Firli Bahuri (FB) sebagai tersangka dalam kasus dugaan pemerasan terhadap mantan menteri pertanian Syahrul Yasin Limpo.   Direktur Reserse Kriminal Khusus (Dirreskrimsus) Polda Metro Jaya Kombes Pol. Ade Safri Simanjuntak mengatakan penetapan tersangka tersebut dilakukan setelah gelar perkara pada Rabu.   ""Telah dilaksanakan gelar perkara, dengan hasil ditemukan bukti yang cukup untuk menetapkan Saudara FB selaku ketua KPK RI sebagai tersangka, dalam perkara dugaan tindak pidana korupsi berupa pemerasan atau penerimaan gratifikasi atau penerimaan hadiah atau janji oleh pegawai negeri atau penyelenggara negara yang berhubungan dengan jabatannya, terkait penanganan permasalahan hukum di Kementerian Pertanian RI 2020-2023,"" kata Ade Safri.   Penetapan Firli Bahuri sebagai tersangka itu sebagaimana dimaksud dalam Pasal 12 e atau Pasal 12 B atau pasal 11 Undang-Undang (UU) Nomor 31 tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi, sebagaimana yang diubah dan ditambah dengan UU Nomor 20 tahun 2001 tentang Perubahan UU Nomor 31 tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi juncto Pasal 65 KUHP.Pewarta: Fath Putra MulyaEditor: Agus Setiawan    COPYRIGHT © ANTARA 2023 ",politik
" Jumat, 24 November 2023 09:30 WIB",Pewarta: Hendri Sukma IndrawanEditor: Edy M Yakub  COPYRIGHT © ANTARA 2023,"Survei Voxpopuli: 82,3 persen publik puas kinerja Jokowi","     Jakarta (ANTARA) - Temuan survei Voxpopuli Research Center menunjukkan tingkat kepuasan publik terhadap Presiden Joko Widodo naik menjadi 82,3 persen dengan tren kenaikan terus berlangsung sejak awal tahun, di atas 75 persen dan terus menembus hingga kisaran 80 persen.   ""Publik menginginkan keberlanjutan pasca-Pilpres 2024 seiring masih tingginya tingkat kepuasan terhadap Jokowi yang mencapai 82,3 persen,"" ungkap Direktur Komunikasi Voxpopuli Research Center Achmad Subadja dalam keterangan tertulis kepada pers di Jakarta, Jumat.   Dari yang menyatakan puas dipimpin Jokowi, sebanyak 7,5 persen bahkan merasa sangat puas. Sebaliknya yang menyatakan tidak puas hanya 15,7 persen, di antaranya 0,8 persen tidak puas sama sekali, dan sisanya 2,0 persen menyatakan tidak tahu/tidak jawab.   Tingginya tingkat kepuasan menunjukkan harapan publik yang sangat besar agar pencapaian Jokowi dilanjutkan oleh kepemimpinan nasional berikutnya. Wacana keberlanjutan menjadi hal yang tidak terhindarkan bagi semua capres-cawapres yang bakal berlaga pada Pilpres 2024.   Menurut Achmad, setidaknya ada dua pasangan capres-cawapres yang paling kuat mendukung keberlanjutan.   ""Prabowo-Gibran menjadi representasi paling kuat kepentingan Jokowi demi menjamin keberlanjutan setelah dirinya tidak lagi menjabat presiden,"" tandas Achmad.   Sementara itu, pasangan Ganjar Pranowo danMahfud Md mau tidak mau tetap harus menggaungkan janji keberlanjutan, mengingat kekuatan politik yang mendukungnya juga menjadi bagian dari pemerintahan.   ""Hanya saja faktor PDIP menjadi catatan sejauh mana keberlanjutan itu bakal bergulir,"" lanjut Achmad.   Kubu pasangan Anies Baswaedan dan Muhaimmin Iskandar (Cak Imin) masih terus menyuarakan narasi perubahan, tetapi sebagian di antaranya menyatakan bakal dilanjutkan.   ""Perubahan cenderung menjadi gimmick pembeda semata, karena kekuatan politik dominan di belakang Anies juga berada dalam pemerintahan,"" pungkas Achmad.   Survei Voxpopuli Research Center dilakukan pada 9-15 November 2023, kepada 1.200 responden yang dipilih secara acak bertingkat (multistage random sampling) mewakili seluruh provinsi di Indonesia. Margin of error survei sebesar ± 2,9 persen, pada tingkat kepercayaan 95 persen.Pewarta: Hendri Sukma IndrawanEditor: Edy M Yakub    COPYRIGHT © ANTARA 2023 ",politik
" Jumat, 24 November 2023 09:07 WIB",Pewarta: AprionisEditor: Agus Setiawan  COPYRIGHT © ANTARA 2023,Bawaslu tindaklanjuti temuan ASN Babel diduga tidak netral," ""Saat ini kami menunggu masih menunggu informasi dari Kepala BKD Provinsi Kepulauan Babel terkait informasi identitas ASN dan honorer yang terlibat aktif mengikuti kegiatan partai politik koalisi pendukung capres,""Pangkalpinang (ANTARA) - Bawaslu Provinsi Kepulauan Bangka Belitung menindaklanjuti temuan seorang ASN dan dua honorer di Pemprov Kepulauan Babel diduga tidak netral, sebagai langkah menciptakan penyelenggaraan Pemilu 2024 kondusif.   ""Saat ini kami menunggu masih menunggu informasi dari Kepala BKD Provinsi Kepulauan Babel terkait informasi identitas ASN dan honorer yang terlibat aktif mengikuti kegiatan partai politik koalisi pendukung capres,"" kata Ketua Bawaslu Provinsi Kepulauan Babel Em Osykar di Pangkalpinang, Jumat.   Ia mengatakan pada kegiatan parpol koalisi pendukung capres di Masjid Jami' Pangkalpinang beberapa waktu lalu ditemukan satu orang ASN dan dua orang honorer di lingkungan Pemprov Kepulauan Babel yang aktif dalam kegiatan tersebut, bahkan ketiga aparatur sipil negara ini juga menemui salah satu ketua DPD parpol.   ""Kami sudah tahu identitas ASN dan honorer ini, namun prosedur tetap dijalankan melalui koordinasi dengan BKD provinsi,"" ujarnya.   Menurut dia prosedur untuk menyatakan ASN netral atau tidak netral pada pemilu tahun depan tetap dijalankan, karena ini lembaga resmi pemerintah.   ""Sampai saat ini belum ada balasan atau jawaban dari BKD Provinsi Kepulauan Babel terkait identitas ASN dan honorer yang terlibat aktif pada kegiatan parpol koalisi pendukung capres tersebut,"" katanya.   Ia menyatakan Bawaslu Provinsi Kepulauan Babel juga sudah menerima laporan Camat Puding Besar Kabupaten Bangka yang diduga mengumpul massa untuk menyukseskan kegiatan parpol koalisi pendukung capres.   ""Kegiatan yang dilakukan camat ini tidak termasuk kampanye, namun demikian laporan ini tetap ditindaklanjuti,"" katanya.Pewarta: AprionisEditor: Agus Setiawan    COPYRIGHT © ANTARA 2023 ",politik
" Jumat, 24 November 2023 08:57 WIB",Pewarta: Feru LantaraEditor: Agus Setiawan  COPYRIGHT © ANTARA 2023,Kemendagri apresisasi kinerja Disdukcapil Depok," ""Juga dilakukannya pencanangan dan penerapan Zona Integritas (ZI) pada pelayanan Disdukcapil,""Depok (ANTARA) - Kementerian Dalam Negeri Republik Indonesia (Kemendagri RI) memberikan apresiasi yang tinggi kepada Dinas Kependudukan dan Pencatatan Sipil (Disdukcapil) Kota Depok yang mampu meraih penilaian kinerja sangat baik.   ""Kami mendapat nilai sangat baik dengan angka 93,89 pada semester I di tahun 2023,"" kata Kepala Dinas Kependudukan dan Pencatatan Sipil (Disdukcapil) Kota Depok Nuraeni Widayatti di Depok, Jumat.   Penilaian tersebut diberikan berdasarkan Keputusan Kementerian Dalam Negeri Republik Indonesia Nomor: 000.9.6.3-6241 Dukcapil Tahun 2023 Tentang Hasil Penilaian Kinerja Kepala Dinas Pada Dinas Kependudukan dan Pencatatan Sipil di Provinsi dan Kabupaten atau Kota Semester I Tahun 2023.   Ia mengatakan setiap tahunnya akan ada penilaian kinerja sebanyak dua kali. Untuk semester I ini sudah keluar sesuai keputusan Kemendagri berdasarkan penilaian yang sudah dilakukan.   Dalam hal ini, terdapat beberapa indikator kinerja yang menjadi penilaian. Yaitu, penyelesaian perekaman dan pencetakan KTP Elektronik, pencapaian cakupan kepemilikan akta kelahiran usia 0-17 tahun, penerbitan Kartu Identitas Anak (KIA), serta perjanjian kerjasama pemanfaatan KIA dengan mitra.   Kemudian, tambah Nuraeni, juga adanya perjanjian kerjasama pemanfaatan data pada perangkat daerah dan badan hukum di Indonesia, akses pemanfaatan data dan dokumen kependudukan, serta larangan pemungutan dalam pengurusan dokumen kependudukan.   Berikutnya larangan menambah persyaratan dalam pelayanan administrasi kependudukan, keluaran hasil pelayanan dokumen lain, dan inovasi pelayanan administrasi kependudukan.   ""Juga dilakukannya pencanangan dan penerapan Zona Integritas (ZI) pada pelayanan Disdukcapil,"" ujarnya.   Dengan pencapaian yang diperoleh tersebut Nuraeni berharap terus dapat meningkatkan pelayanan administrasi kependudukan di Kota Depok. Sehingga pemenuhan hak sipil masyarakat dapat terpenuhi.   Dikatakannya apresiasi ini tentunya menambah motivasi bagi seluruh pegawai Disdukcapil untuk terus meningkatkan kinerja urusan administrasi kependudukan di Kota Depok.Pewarta: Feru LantaraEditor: Agus Setiawan    COPYRIGHT © ANTARA 2023 ",politik
" Jumat, 24 November 2023 08:50 WIB",Pewarta: Yashinta Difa PramudyaniEditor: Agus Setiawan  COPYRIGHT © ANTARA 2023,Presiden Jokowi tanda tangani Tugu Pancasila di Fakfak Papua," “Tugu Pancasila ini sangat penting karena mengingat para pejuang yang berada di Kampung Tanama,”Jakarta (ANTARA) - Presiden Joko Widodo (Jokowi) mengawali kunjungan kerja hari ketiganya di Papua dengan mengunjungi Tugu Pancasila Kampung Tanama, Kabupaten Fakfak, Provinsi Papua Barat, pada Jumat.    Tiba sekitarpukul 06.50 WIT, Presiden kemudian disambut oleh Bupati Fakfak Untung Tamsil, Wakil Bupati Fakfak Yohana Dina Hindom, dan Kepala Kampung Tanama Sukur Weripih.    Presiden Jokowi menandatangani prasasti Tugu Pancasila Kampung Tanama yang merupakan bentuk pengingat perjuangan para pahlawan yang berasal dari Kampung Tanama, demikian keterangan tertulis Biro Pers Sekretariat Presiden.    “Tugu Pancasila ini sangat penting karena mengingat para pejuang yang berada di Kampung Tanama,” kata Kepala Kampung Tanama Sukur Weripih dalam keterangannya usai kegiatan.    Sukur berharap ke depannya, masyarakat dapat terus mengingat perjuangan para pahlawan meraih kemerdekaan dan terus berusaha bersama untuk membangun negeri.    “Saya mengajak masyarakat mari menghindari persoalan untuk membangun negeri,” tuturnya.    Setelah mengunjungi Tugu Pancasila, Presiden Jokowi melanjutkan kegiatannya menuju Kawasan LNG Teluk Bintuni, Kabupaten Teluk Bintuni untuk meresmikan Proyek Strategis Nasional (PSN) Tangguh Train 3.    Siang harinya, Kepala Negara akan menuju Kabupaten Sorong, Provinsi Papua Barat Daya untuk melakukan peletakan batu pertama Rumah Sakit PKU Muhammadiyah Unimuda Sorong.    Setelah Papua, Presiden Jokowi akan terbang ke Kabupaten Kubu Raya, Provinsi Kalimantan Barat untuk meresmikan pembukaan Kongres Himpunan Mahasiswa Islam (HMI) XXXII dan Munas Kohati XXV Tahun 2023.    Turut mendampingi Presiden dalam rangkaian kunjungan kerja hari ketiganya antara lain Menteri Sekretaris Negara Pratikno, Menteri Investasi/Kepala BKPM Bahlil Lahadalia, dan Staf Khusus Presiden Billy Mambrasar.Pewarta: Yashinta Difa PramudyaniEditor: Agus Setiawan    COPYRIGHT © ANTARA 2023 ",politik
" Senin, 20 November 2023 13:03 WIB",Pewarta: Aditya RamadhanEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,Veteran LeBron cetak 37 poin bawa Lakers menang 105-104 atas Rockets,"     Jakarta (ANTARA) - Pemain veteran LeBron James yang sudah berusia 38 tahun mencetak 37 poin dan membawa Los Angeles Lakers menang dalam laga melawan Houston Rockets dengan skor 105-104 di Crypto.com Arena Los Angeles, Senin WIB.   Pencetak poin tertinggi sepanjang masa itu, LeBron, seakan tidak menua dengan menjadi top skorer bagi timnya dengan torehan 37 poin, enam rebound, dan delapanassist.   Di bawahnya Anthony Davis turut menyumbang double-double dengan 27 poin dan 10 rebound. Selanjutnya Austin Reaves menambahkan 17 poin untuk Lakers.   Skor 37 poin yang dicatat LeBron merupakan skor tertinggi dalam performanya di NBA musim 2023-2024.   LeBron pula yang menjadi penentu kemenangan lewat satu tembakan free throwpada 1,5 detik terakhir. Sebelumnya, skor imbang 104 pada sisa 4 detik terakhir berlangsungnya laga.  Baca juga:Celticsmenang tipis 102-100 atasGrizzlies, amankan puncak klasemen   Mengutip statistik pertandingan di laman resmi NBA, Lakers mendapatkan tembakan cuma-cuma sebanyak 29 kali dan 21 di antaranya berhasil dikonversi menjadi poin.   Sementara para punggawa Lakers bermain bersih dengan hanya memberikan 10 kesempatan free throw bagi Grizzliesyang hanya bisa dieksekusi sebanyak delapan bola.   Musuh bebuyutan LeBron, Dillon Brooks mencetak skor tertinggi untuk Rockets dengan 24 poin, Alperen Sengun mencatat double-double dengan 23 poin dan 10 rebound.   Selanjutnya, Rockets akan bertemu Golden State Warriors besok, dan Lakers bermain di kandang lagi melawan Utah Jazz pada Rabu (22/11).  Baca juga: Sixers menang mudah hadapi Nets 121-99  Baca juga: Hasil NBA In-Season Tournament, Lakers catat tiga menang beruntunPewarta: Aditya RamadhanEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 20 November 2023 12:42 WIB",Pewarta: Aditya RamadhanEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,"Celtics menang tipis 102-100 atas Grizzlies, amankan puncak klasemen","     Jakarta (ANTARA) - Boston Celtics menang dengan skor tipis 102-100 atas Memphis Grizzlies dalam laga NBA yang digelar di FedEx Forum Arena Memphis Tennessee Senin WIB, sekaligus mengamankan posisinya di puncak klasemen sementara Wilayah Timur.   Pemain anyar Celtics Kristaps Porzingis mencetak 26 poin, termasuk dunk kemenangan dalam 1 menit 1 detik waktu tersisa yang membuat skor menjadi 102-100.   Jayson Tatum membantu dengan menambahkan 20 poin, sembilan rebound, dan limaassist. Sam Heuser 15 poin, Jaylen Brown 12 poin, dan Derrick White 10 poin.   Sebenarnya Memphis Grizzlies bisa saja mencuri kemenangan atas Celtics andaikan fastbreak di 10 detik terakhir berbuah poin.   Bermula dari kesalahan Jrue Holiday yang berbuah turnover, Grizzlies menyerang balik di 10 detik terakhir dan Santi Aldama mengeksekusi tembakan tripoin di 5 detik terakhir. Sayangnya, tembakan Aldama meleset dan skor tak berubah 102-100 untuk Celtics.  Baca juga: Sixers menang mudah hadapi Nets 121-99   Di kubu tim tuan rumah, Desmond Bane mencetak skor tertinggi dengan 30 poin, Santi Aldama double-double 28 poin dan 12 rebound, serta Jaren Jackson Jr 17 poin.   Dengan kemenangan ini, Celtics mempertahankan posisinya di peringkat nomor satu klasemen NBA Wilayah Timur dengan 11 menang dan dua kalah, di atas rivalnya Philadelphia 76ers dengan 10 menang dan tiga kalah.   Kemenangan ini sekaligus mencatat kemenangan enam kali beruntun bagi Celtics di musim 2023-2024.   Selanjutnya, Celtics akan berhadapan dengan Charlotte Hornets besok, dan Grizzlies berkunjung ke markas Houston Rockets pada Kamis (23/11).  Baca juga: Ringkasan NBA: Bucks lampaui Mavs hingga Holmgreen bersinar  Baca juga: Hasil NBA In-Season Tournament, Lakers catat tiga menang beruntunPewarta: Aditya RamadhanEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 20 November 2023 11:58 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,PBSI evaluasi penampilan ganda putra di Kumamoto Masters,"     Jakarta (ANTARA) - Asisten pelatih ganda putra Indonesia Thomas Indratjaja memberikan sejumlah catatan sebagai bahan evaluasi penampilan sektor andalan tersebut diKumamoto Masters 2023 di Jepang pekan lalukarena tidak menempatkan satu pun wakil di babak akhir.   “Secara keseluruhan prestasi sektor ganda putra di Kumamoto Masters Japan 2023 tidak sesuai harapan. Sebelum berangkat kami berharap bisa ada wakil yang bertahan hingga babak-babak akhir dan juara,” kata Thomas, dikutip dari keterangan singkat PP PBSI, Senin.    “Tetapiwakil-wakil Indonesia sudah tersisih lebih awal. Memang harus dievaluasi penampilan para pemain karena tidak seperti harapan,” ujarnya menambahkan.    Lebih lanjut, Thomas mengatakan terdapat beberapa faktor yang menjadi catatan khusus untuk sektor ganda putra, di antaranya adalah kepercayaan diri dan kemampuan untuk fokus demi mengatasi tekanan.    “Secara umum, semua harus ditingkatkan rasa percaya dirinya. Saat mendapat tekanan, harus cepat menemukancara untuk mengatasinya. Pertahanannya juga harus lebih dikuatkan dan fokusnya,” ujar dia.    Adapun langkah terjauh ganda putra Indonesia adalah dari pasangan Pramudya Kusumawardana/Yeremia Erich Yoche Yacob Rambitan di babak 16 besar. Langkah mereka di turnamen BWF Super 500 itu dihentikan oleh ganda putra asal China, Liu Yu Chen/Ou Xuan Yi dengan dua gim langsung 19-21, 13-21.    “Untuk Pram/Yere secara kekompakan sudah bagus. Komunikasi di lapangan juga bagus. Cuma rata-rata masih harus ditingkatkan rasa percaya dirinya dan akurasi pukulannya,” kata Thomas. Baca juga: Sepuluh poin beruntun bawa Gregoria juarai Kumamoto Masters 2023   Sementara untuk pasangan baru Kevin Sanjaya Sukamuljo/Rahmat Hidayat yang juga terhenti di 16 besar, Thomas menyoroti keduanya masih perlu memahami satu sama lain, mengingat mereka baru tampil di dua turnamen yakni Kumamoto Masters dan Korea Masters.    “Terutama Rahmat harus ditambah powernya. Dia juga perlu beradaptasi dengan Kevin. Pengalaman dan kualitas pukulannya pun harus ditingkatkan. Juga kecepatannya ditambah,” kata dia.    Lebih lanjut untuk pasangan Bagas Maulana/Muhammad Shohibul Fikri dan Leo Rolly Carnando/Daniel Marthin, Thomas mengatakan kedua pasangan harus mampu meningkatkan rasa percaya diri, fokus, dan konsistensi.    Lalu untuk ganda putra veteran Indonesia Hendra Setiawan/Mohammad Ahsan, Thomas mengatakan terdapat pukulan yang terasa kurang pas demi bisa mengimbangi para rival yang lebih muda.    “Hendra/Ahsan karena menggunakan bola yang berat, jadi kadang perlu reli yang panjang untuk bisa dapat poin. Kadang pukulannya kurang pas untuk mengimbangi kecepatan pemain-pemain muda sekarang. Kalau Hendra/Ahsan bisa lebih pas feeling-nya, saya kira bisa mengatasi lawan,” jelas dia.  Baca juga: Gregoria raih gelar BWF Super 500 perdana di Kumamoto Masters  Baca juga: Torehan prestasi Gregoria jadi inspirasi sektor tunggal putriPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
" Senin, 20 November 2023 11:37 WIB",Pewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati  COPYRIGHT © ANTARA 2023,Marini: Pemilihan ban yang tepat jadi kunci meraih podium di Qatar,"     Jakarta (ANTARA) - Pembalap Mooney VR46 Luca Marini mengatakan pemilihan ban yang tepat merupakan kuncinya meraih podium pada balapan utama MotoGP Qatar di Sirkuit Internasional Lusail, Senin WIB.    “Pada akhirnya saya memberikan segalanya pada balapan ini dan penggunaan ban yang tepat adalah kuncinya,” kata Marini, dikutip dari keterangan resmi VR46.    Adapun Marini memilih ban lunak dengan tujuan untuk memulai balapan dengan sangat kuat, mempertahankan posisi, dan membuka celah.   Namun, ia kesulitan mengimbangi Francesco Bagnaia (Ducati Lenovo) yang berada di depannya, yang ia nilai memulai dengan sangat kuat pula.    “Dan di slipstream, lap pertama, saya kesulitan. Temperaturnya sangat tinggi, saya berusaha melakukan yang terbaik dan mengatur ban sebaik mungkin,” ungkap Marini.    “Sayang sekali saya membuang banyak waktu bertarung dengan Alex (Marquez) dan Brad (Binder) (untuk memperebutkan posisi ketiga), karena kita melepaskan Pecco (Bagnaia) dan Fabio (Di Giannantonio) (sebagai dua pembalap terdepan),” ujarnya menambahkan.    Adapun adik dari pembalap legendaris Valentino Rossi itu mengaku tetap puas dengan penampilannya sepanjang akhir pekan di Qatar. Tak hanya mengamankan podium di balapan utama, ia juga merebut pole dan meraih podium di balapan Sprint.    Berkat penampilan solidnya itu, ia kini naik ke posisi ketujuh pada klasemen sementara musim ini dengan total 194 poin.    “Saya senang, akhir pekan yang sangat solid yang dimahkotai dengan dua podium, sebuah penghargaan bagi seluruh tim yang melakukan pekerjaan dengan baik,” kata Marini. Baca juga: Di Giannantonio semakin berambisi setelah raih kemenangan perdana   Sementara itu, rekan satu timnya Marco Bezzecchi harus puas finis di P13 pada balapan utama di Qatar. Ia mengaku cukup kesulitan sepanjang akhir pekan ini sehingga tidak mampu memberikan penampilan terbaiknya.    “Bukan hari terbaik di musim saya. Sayang sekali, semoga saja nasibnya berbeda di Valencia,” kata Bezzecchi.    Manajer Tim VR46 Pablo Nieto mengatakan performa kedua pembalapnya musim ini sangat kuat, mengingat ini adalah tahun kedua tim berkompetisi di kelas premier.    Dengan penampilan kuat Marini di akhir musim serta Bezzecchi yang bakal memastikan P3 pada klasemen musim 2023, Nieto mengatakanbangga dengan pencapaian tahun ini.    “Bagi kami di tahun kedua di kelas utama ini merupakan sebuah pencapaian yang luar biasa. Mari kita memanfaatkan dua hari sebelum Valencia dan kemudian bersemangat untuk balapan terakhir musim ini,” kata Nieto.    Sementara itu, putaran ke-20 dan final MotoGP musim ini akan bergulir di Sirkuit Ricardo Tormo Cheste, Valencia, pada 24-26 November.  Baca juga: Martin ungkap penyebab penampilannya tak maksimal di Qatar  Baca juga: Bagnaia tak ingin lengah meski memperlebar jarak poin atas MartinPewarta: Arnidhya Nur ZhafiraEditor: Eka Arifa Rusqiyati    COPYRIGHT © ANTARA 2023 ",olahraga
